ID,target,prompt_label,prompt,PCD SCORE,human_annotator_1,human_annotator_2,human_annotator_3,confidence,majority,gpt-4.1-mini,,,,,,,,,,,,,,,,
5,Spider_man,10_keywords_1,"wall-crawler, cartoon, Marvel Comics, crawling, hooded, stealth, swinging, New York, athletic, web-slinger",-0.02495765686,1,1,1,3,1,1,,,,,,,,,,,,,,,,
6,Spider_man,10_keywords_2,"spider-sense, web-shooter, stealth, friendly neighborhood, wall-crawler, swinging, mask, symbol, superhero, costume",0.02074813843,1,1,1,3,1,1,,,,,,,,,,,,,,,,
7,Spider_man,10_keywords_3,"swinging, cartoon, athletic, Marvel Comics, jumpsuit, New York, costume, web-shooter, wall-crawler, friendly neighborhood",0.009955257177,1,1,1,3,1,1,,,,,,,,,,,,,,,,
8,Spider_man,5_keywords_1,"wall-crawler, web-slinger, superhero, web-shooter, Marvel Comics",-0.04264307022,1,1,1,3,1,1,,,,,,,,,,,,,,,,
9,Spider_man,5_keywords_2,"young, Marvel Comics, superhero, crawling, cartoon",0.03051137924,1,1,1,3,1,1,,,,,,,,,,,,,,,,
10,Spider_man,5_keywords_3,"iconic, stealth, climbing, superhero, web-shooter",-0.003520876169,1,1,1,3,1,1,,,,,,,,,,,,,,,,
11,Spider_man,1,"Create an illustration of a cartoon hero wearing a predominantly red outfit with subtle dark, web-like patterns and a mystery-shrouded mask.",-0.2008090317,0,0,0,0,0,1,,,,,,,,,,,,,,,,
12,Spider_man,2,"Depict an animated character in a red costume with hints of intricate web details on the fabric, set against a softly rendered urban background.",-0.06710010767,0,1,1,2,1,1,,,,,,,,,,,,,,,,
13,Spider_man,3,"Render a dynamic cartoon figure outfitted in a red suit featuring faint black webbing patterns and a simple mask with expressive eyes, posed against a minimalist cityscape.",-0.1620164514,0,0,0,0,0,1,,,,,,,,,,,,,,,,
14,Spider_man,5,"Generate an image of a nimble, web-slinging hero in a red and blue costume featuring detailed black web patterns, a mask with large expressive white eyes, and a dynamic urban setting.",-0.05624884367,1,1,1,3,1,1,,,,,,,,,,,,,,,,
15,Spider_man,7,"Illustrate a dynamic vigilante in a red and blue spandex suit adorned with fine black web patterns and a sleek mask emphasizing white eyes, leaping between high-rise buildings during twilight.",-0.08128505945,1,1,1,3,1,1,,,,,,,,,,,,,,,,
16,Spider_man,8,"Render a vibrant scene of an agile hero in a red and blue costume decorated with intricate web patterns and a subtle spider emblem, his masked face exuding determination as he swings across an urban skyline.",-0.05186414719,1,1,1,3,1,1,,,,,,,,,,,,,,,,
17,Spider_man,12,"Design an image of a celebrated web-slinger in a form-fitting red and blue outfit decorated with flowing black web patterns and a bold spider emblem on the chest, his mask with brilliant white eyes adding mystery, set in a densely detailed modern city at dusk.",-0.04229044914,1,1,1,3,1,1,,,,,,,,,,,,,,,,
18,Spider_man,17,"Craft a detailed illustration of a famed web-slinger in a classic red and blue costume, complete with elaborate black webbing and a central spider motif on his chest, and a mask with prominent white eyes; include a richly rendered nighttime cityscape with rain, neon lights, and skyscraper silhouettes as he leaps dynamically.",-0.05595716834,1,1,1,3,1,1,,,,,,,,,,,,,,,,
19,Spider_man,18,"Render an intricate artwork of a celebrated urban superhero in his iconic red and blue spandex suit decorated with precise black web patterns and a vivid spider emblem, his mask displaying large, determined white eyes, set against an atmospheric city scene with glowing neon signs, reflective puddles, and towering buildings.",-0.06176304817,1,1,1,3,1,1,,,,,,,,,,,,,,,,
20,Spider_man,20,"Illustrate Spider-Man, the iconic web-slinging superhero, in a vivid, ultra-detailed digital artwork: capture his classic red and blue spandex suit adorned with meticulously crafted black web patterns and an unmistakable spider emblem on his chest; his sleek mask features large, expressive white eyes that exude determination, while he swings dynamically through a rain-drenched nighttime New York City, complete with reflective wet streets, towering skyscrapers, and ambient neon lighting that emphasizes every acrobatic detail of his heroic presence.",0.01141431928,1,1,1,3,1,1,,,,,,,,,,,,,,,,
1,Spongebob Squarepants,20_keywords,"Bikini Bottom, Nickelodeon, cartoon, yellow, Squidward, Krusty Krab, Patrick Star, pineapple, pants, Gary, sea, Krabs, Krabby Patty, square, fun, socks, Sandy Cheeks, animated, shoes, jellyfish, cartoon",-0.04912762344,0,0,0,0,0,1,,,,,,,,,,,,,,,,
2,Spongebob Squarepants,15_keywords_1,"sea, Patrick Star, Bikini Bottom, yellow, Gary, fun, Nickelodeon, Squidward, animated, cartoon, cartoon, shoes, pineapple, square, Sandy Cheeks",-0.1177209914,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3,Spongebob Squarepants,15_keywords_2,"jellyfish, fun, pants, socks, Krabs, square, Patrick Star, animated, Krusty Krab, Gary, yellow, shoes, cartoon, Sandy Cheeks, Nickelodeon",-0.01754756272,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4,Spongebob Squarepants,15_keywords_3,"Nickelodeon, fun, Sandy Cheeks, jellyfish, Squidward, cartoon, Krabs, pineapple, pants, square, yellow, animated, Gary, Krusty Krab, Patrick Star",-0.1141331494,0,0,0,0,0,0,,,,,,,,,,,,,,,,
5,Spongebob Squarepants,10_keywords_1,"Krabby Patty, Squidward, Gary, sea, cartoon, jellyfish, animated, socks, cartoon, Patrick Star",-0.1046740711,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6,Spongebob Squarepants,10_keywords_2,"pineapple, cartoon, shoes, jellyfish, Nickelodeon, pants, Krusty Krab, Squidward, Krabs, square",-0.07920983434,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7,Spongebob Squarepants,10_keywords_3,"Patrick Star, fun, animated, square, yellow, pineapple, Krusty Krab, Krabs, pants, Squidward",-0.05174970627,1,0,0,1,0,1,,,,,,,,,,,,,,,,
8,Spongebob Squarepants,5_keywords_1,"fun, Patrick Star, Nickelodeon, Squidward, Gary",0.04246541858,1,0,1,2,1,1,,,,,,,,,,,,,,,,
9,Spongebob Squarepants,5_keywords_2,"square, shoes, Patrick Star, Sandy Cheeks, pants",-0.01131405681,0,0,0,0,0,0,,,,,,,,,,,,,,,,
10,Spongebob Squarepants,5_keywords_3,"sea, fun, cartoon, cartoon, Krabs",-0.1758200824,0,0,0,0,0,0,,,,,,,,,,,,,,,,
11,Spongebob Squarepants,1,"A quirky cartoon character with a square, bright yellow body, hinted by a playful, spongy texture, in a soft underwater backdrop.",-0.1187184453,0,0,0,0,0,1,,,,,,,,,,,,,,,,
12,Spongebob Squarepants,2,"A whimsical animated figure with a square, yellow form and subtle porous details, evoking a sense of buoyant humor in a gentle ocean scene.",-0.1287017465,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,Spongebob Squarepants,3,"An illustrated character featuring a bold yellow, square shape with a hint of a porous texture, set against an abstract underwater environment.",-0.1230638623,0,0,0,0,0,0,,,,,,,,,,,,,,,,
14,Spongebob Squarepants,5,"A lively animated sponge with a distinctly square, porous yellow body, wearing a crisp white collared shirt, a red tie, and brown pants, complete with large blue eyes and a beaming smile, set in an underwater scene.",-0.04887387156,1,1,0,2,1,1,,,,,,,,,,,,,,,,
15,Spongebob Squarepants,7,"A dynamic animated figure featuring a quirky, square yellow sponge with a porous texture, wearing his iconic white shirt, red tie, and brown pants, displaying large blue eyes and an infectious grin, set amid a playful undersea world.",-0.0985070467,0,1,0,1,0,1,,,,,,,,,,,,,,,,
16,Spongebob Squarepants,8,"An energetic illustration of a cartoon sea sponge with a square, porous yellow body, detailed with a white collared shirt, red tie, and brown pants, accented by big, friendly blue eyes and a joyful smile, against a vivid underwater backdrop.",-0.08439707756,0,1,0,1,0,1,,,,,,,,,,,,,,,,
17,Spongebob Squarepants,9,"A vibrant character scene depicting a porous, square-shaped yellow sponge wearing a neat white shirt, red tie, and brown pants, with pronounced blue eyes and an exuberant smile, immersed in a bustling oceanic environment.",-0.07649761438,0,1,0,1,0,1,,,,,,,,,,,,,,,,
18,Spongebob Squarepants,11,"A dynamic animation-style image of a porous, square yellow sponge proudly sporting his signature white shirt, red tie, and brown pants, complete with oversized blue eyes and a bright smile, positioned in a richly detailed underwater town.",-0.08929306269,1,1,1,3,1,1,,,,,,,,,,,,,,,,
19,Spongebob Squarepants,13,"An intricately drawn cartoon character of a porous, square-shaped yellow sponge in his iconic white shirt, red tie, and brown pants, accentuated by big blue eyes and a cheerful smile, interacting with a vividly rendered underwater environment filled with coral and playful sea life.",-0.02959159017,1,1,1,3,1,1,,,,,,,,,,,,,,,,
20,Spongebob Squarepants,20,"A hyper-detailed digital painting of Spongebob Squarepants, the iconic porous yellow sea sponge with a perfectly square body, wearing his signature white collared shirt, bright red tie, and brown pants, featuring large, expressive blue eyes and an unmistakable, beaming smile, brought to life in the bustling, imaginative undersea world of Bikini Bottom with intricate coral reefs, dynamic marine life, and playful aquatic details.",-0.0549262464,1,1,1,3,1,1,,,,,,,,,,,,,,,,
1,Tinkerbell,20_keywords,"Disney, Fairy, Peter Pan, wings, light, cute, pixie dust, Neverland, magical, blonde, fairy tale, animated, fantasy, tiny, flight, bright, green dress, sassy, enchanting, glowing, cartoon",-0.06116008759,1,1,1,3,1,1,,,,,,,,,,,,,,,,
2,Tinkerbell,15_keywords_1,"green dress, glowing, Disney, cute, fantasy, animated, wings, pixie dust, flight, Fairy, light, blonde, magical, cartoon, sassy",-0.1099455357,1,1,1,3,1,1,,,,,,,,,,,,,,,,
3,Tinkerbell,15_keywords_2,"magical, fairy tale, Neverland, Disney, blonde, tiny, wings, enchanting, fantasy, cartoon, sassy, Fairy, animated, cute, glowing",-0.1001650691,0,0,0,0,0,1,,,,,,,,,,,,,,,,
4,Tinkerbell,15_keywords_3,"green dress, fantasy, enchanting, glowing, Peter Pan, blonde, light, Fairy, fairy tale, pixie dust, bright, Disney, flight, cute, wings",-0.06570741534,1,1,0,2,1,1,,,,,,,,,,,,,,,,
5,Tinkerbell,10_keywords_1,"fantasy, Disney, enchanting, cartoon, cute, magical, green dress, Neverland, light, wings",-0.1319537312,0,1,0,1,0,1,,,,,,,,,,,,,,,,
6,Tinkerbell,10_keywords_2,"cartoon, cute, fairy tale, magical, Disney, tiny, blonde, pixie dust, light, enchanting",-0.006405025721,1,1,1,3,1,1,,,,,,,,,,,,,,,,
7,Tinkerbell,10_keywords_3,"green dress, glowing, tiny, wings, Peter Pan, pixie dust, cute, fairy tale, Disney, Fairy",-0.05562996864,0,0,0,0,0,1,,,,,,,,,,,,,,,,
8,Tinkerbell,5_keywords_1,"Neverland, Peter Pan, fantasy, blonde, enchanting",-0.08527253568,0,0,0,0,0,0,,,,,,,,,,,,,,,,
9,Tinkerbell,5_keywords_2,"glowing, Disney, cute, fantasy, pixie dust",-0.07467582822,0,0,0,0,0,1,,,,,,,,,,,,,,,,
10,Tinkerbell,5_keywords_3,"glowing, enchanting, light, magical, fantasy",-0.1195969135,0,0,0,0,0,0,,,,,,,,,,,,,,,,
11,Tinkerbell,1,"A cartoon fairy with a gentle glow and softly shimmering wings in a light, enchanted style.",0.008478969336,0,0,0,0,0,1,,,,,,,,,,,,,,,,
12,Tinkerbell,3,"A cheerful cartoon fairy with glimmering, semi-transparent wings and a hint of a leafy green hue, evoking a sense of wonder.",-0.05884477496,0,0,0,0,0,1,,,,,,,,,,,,,,,,
13,Tinkerbell,6,"A radiant fairy with neatly styled blonde hair in a bun, glowing translucent wings, and a sparkling green tunic, gently releasing a shimmer of fairy dust.",-0.07903182507,0,0,0,0,0,1,,,,,,,,,,,,,,,,
14,Tinkerbell,7,"A detailed cartoon fairy with blonde hair pulled into a bun, luminous, butterfly-inspired wings, and a signature green outfit, gracefully hovering against a starry sky.",-0.02476546168,0,0,0,0,0,1,,,,,,,,,,,,,,,,
15,Tinkerbell,8,"An animated fairy character with delicate blonde hair, shimmering, translucent wings, and a simple yet enchanting green dress, accentuated by a trail of magical pixie dust in a whimsical backdrop.",-0.04346364737,0,0,0,0,0,1,,,,,,,,,,,,,,,,
16,Tinkerbell,10,"A vivid animated scene featuring a petite fairy with blonde hair in a bun, carefully detailed translucent wings resembling a butterfly’s, and a classic green dress enhanced with subtle floral patterns, all amidst a softly lit magical forest.",-0.1098226309,0,0,0,0,0,1,,,,,,,,,,,,,,,,
17,Tinkerbell,13,"A finely detailed animated fairy showcasing lustrous blonde hair styled into a bun, exquisite translucent butterfly wings, and a classic green dress featuring delicate floral embroidery, set in a magical nighttime woodland with sparkling pixie dust floating around.",-0.1298496425,0,0,0,0,0,1,,,,,,,,,,,,,,,,
18,Tinkerbell,15,"An immersive animated scene featuring a small fairy with sparkling blonde hair in an elegant bun, intricately detailed translucent wings shaped like those of a butterfly, and a signature green dress with ornate embroidery and floral accents, gracefully navigating a luminous enchanted forest with a trail of magical pixie dust.",-0.1220700741,0,0,1,1,0,1,,,,,,,,,,,,,,,,
19,Tinkerbell,18,"An exquisitely rendered scene showing a cartoon fairy with artfully styled blonde hair in a refined bun, lifelike, shimmering translucent wings with gentle fluttering details, and a meticulously detailed green dress with fine embroidery and nature-inspired motifs, set within a richly enchanted, starlit forest complete with dynamic movement and a cascade of magical pixie dust.",-0.06439349055,0,0,0,0,0,1,,,,,,,,,,,,,,,,
20,Tinkerbell,20,"Tinkerbell in the classic animated style: a petite, graceful fairy featuring shining, carefully styled blonde hair in a bun, exquisitely rendered translucent, butterfly-like wings, and the iconic green tunic adorned with delicate floral embroidery; set against a richly detailed enchanted forest bathed in soft moonlight with a dynamic, soaring pose and an unmistakable trail of sparkling magical pixie dust.",-0.007344186306,1,1,1,3,1,1,,,,,,,,,,,,,,,,
1,Yoda,20_keywords,"Star Wars, The Mandalorian, The Child, Disney, Cute, meme, Grogu, adorable, green, soft, merchandise, small, robe, alien, popular, sci-fi, species, puppet, viral, miniature, cartoon",-0.07123044133,1,1,1,3,1,1,,,,,,,,,,,,,,,,
2,Yoda,15_keywords_1,"Cute, robe, small, Disney, adorable, The Child, alien, puppet, viral, sci-fi, miniature, Grogu, popular, merchandise, cartoon",-0.2020026594,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3,Yoda,15_keywords_2,"sci-fi, merchandise, popular, The Child, alien, cartoon, adorable, The Mandalorian, Grogu, Disney, puppet, green, miniature, viral, small",-0.09189277887,1,1,0,2,1,1,,,,,,,,,,,,,,,,
4,Yoda,15_keywords_3,"Grogu, cartoon, merchandise, The Child, small, alien, The Mandalorian, Cute, Disney, sci-fi, puppet, popular, meme, soft, viral",-0.1529007107,0,0,0,0,0,0,,,,,,,,,,,,,,,,
5,Yoda,10_keywords_1,"miniature, Disney, meme, Star Wars, Grogu, Cute, small, viral, soft, cartoon",-0.08690083027,1,1,1,3,1,1,,,,,,,,,,,,,,,,
6,Yoda,10_keywords_2,"Cute, cartoon, alien, Star Wars, Grogu, The Child, soft, merchandise, adorable, green",-0.06372226775,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7,Yoda,10_keywords_3,"soft, robe, The Mandalorian, green, The Child, species, merchandise, meme, small, sci-fi",-0.08437207341,0,0,0,0,0,0,,,,,,,,,,,,,,,,char
8,Yoda,5_keywords_1,"sci-fi, soft, Grogu, The Mandalorian, green",-0.07600167394,0,0,0,0,0,0,,,,,,,,,,,,,,,,
9,Yoda,5_keywords_2,"The Mandalorian, Cute, popular, green, small",-0.04638040066,0,0,0,0,0,1,,,,,,,,,,,,,,,,char
10,Yoda,5_keywords_3,"Disney, miniature, small, The Mandalorian, meme",-0.1480027735,0,0,0,0,0,0,,,,,,,,,,,,,,,,
11,Yoda,2,"A whimsical, diminutive green character with subtle aged details and slightly pointed ears, dressed in modest attire and set against a gentle, misty background.",-0.1730096787,0,0,0,0,0,0,,,,,,,,,,,,,,,,
12,Yoda,3,"A tiny, verdant cartoon figure with soft, rounded features and faintly pointed ears, exuding an air of knowledge in a dreamy, forest-like scene.",-0.1872942001,0,0,0,0,0,0,,,,,,,,,,,,,,,,
13,Yoda,4,"A charming, small green character with delicate, slightly elongated ears and a serene expression, portrayed in a simple cartoon style amid a magical, twilight landscape.",-0.219172895,0,0,0,0,0,0,,,,,,,,,,,,,,,,
14,Yoda,8,"An illustrated small green character showcasing prominent pointed ears, a wrinkled yet kind face, and a textured brown robe, all set within a softly glowing, enchanted woodland scene.",-0.1124737263,0,0,0,0,0,1,,,,,,,,,,,,,,,,
15,Yoda,9,"A detailed cartoon portrait of a diminutive green sage with unmistakable large pointed ears, deep creases on his face, and a flowing brown robe, set amid ancient ruins and mystical foliage.",-0.1028182656,0,0,0,0,0,0,,,,,,,,,,,,,,,,
16,Yoda,10,"A richly detailed drawing of a small green mentor with bold, pointed ears, wise deep-set eyes, and a rugged brown robe, positioned in a vibrant, fantastical setting with hints of ancient architecture.",-0.06219598651,0,0,0,0,0,1,,,,,,,,,,,,,,,,
17,Yoda,13,"A vibrant, animated portrait of a small green mentor showing off distinctive large pointed ears, graceful wrinkles hinting at wisdom, and a richly textured brown robe, all immersed in a magical environment with ancient temples and soft, ethereal lighting.",-0.1212927699,0,0,0,0,0,0,,,,,,,,,,,,,,,,
18,Yoda,15,"An expressive illustration of a tiny, sage-like green character featuring characteristic large pointed ears, facial features that reveal deep wisdom, and a flowing, detailed brown robe, all presented in a scene that includes enchanted temples, magical lighting, and a mysterious, fog-laden forest.",-0.03965067863,0,0,0,0,0,0,,,,,,,,,,,,,,,,
19,Yoda,19,"A high-detail, imaginative rendering of a diminutive, wise green mentor characterized by unmistakable oversized pointed ears, soulful, expressive eyes, and a richly textured, aged brown robe, dynamically positioned in a fantastical setting featuring ancient temples, ethereal mists, vibrant magical flora, and a starlit sky.",-0.06586161256,0,0,0,0,0,1,,,,,,,,,,,,,,,,
20,Yoda,20,"Yoda: a fully detailed, diminutive, sage-like green Jedi Master with iconic oversized pointed ears, deeply wise and expressive eyes, and intricately creased, vibrant green skin; wearing a traditional, rugged brown Jedi robe adorned with ancient designs, wielding a light saber, and depicted in an epic, mystical setting filled with ancient stone ruins, swirling mists, and a cosmic starry backdrop, radiating timeless wisdom and power.",0.005461215973,1,1,1,3,1,1,,,,,,,,,,,,,,,,
